,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Height,Weight,Birthplace,Gender,Instagram,Birth,age,birth year
849,Jacob,Bae Joonyoung,배준영,제이콥,5/30/1997,The Boyz,South Korea,175,60,Toronto,M,,1997-05-30,25,1997
850,Younghoon,Kim Younghoon,김영훈,영훈,8/8/1997,The Boyz,South Korea,182,63,,M,,1997-08-08,25,1997
851,Hyunjae,Lee Jaehyun,이재현,현재,9/13/1997,The Boyz,South Korea,180,62,,M,,1997-09-13,25,1997
852,Juyeon,Lee Juyeon,이주연,주연,1/16/1998,The Boyz,South Korea,180,67,,M,,1998-01-16,24,1998
853,Kevin,Moon Hyungseo,문형서,케빈,2/23/1998,The Boyz,Canada,176,66,,M,,1998-02-23,24,1998
854,New,Choi Chanhee,최찬희,뉴,4/26/1998,The Boyz,South Korea,175,51,Jeonju,M,,1998-04-26,24,1998
855,Q,Ji Changmin,지창민,큐,11/5/1998,The Boyz,South Korea,175,56,,M,,1998-11-05,24,1998
856,Juhaknyeon,Ju Haknyeon,주학년,주학년,3/9/1999,The Boyz,South Korea,175,58,Jeju,M,,1999-03-09,23,1999
857,Hwall,Heo Hyunjoon,허현준,활,3/9/2000,,South Korea,178,56,Busan,M,,2000-03-09,22,2000
858,Sunwoo,Kim Sunwoo,김선우,선우,4/12/2000,The Boyz,South Korea,177,64,,M,,2000-04-12,22,2000
859,Eric,Son Youngjae,손영재,에릭,12/22/2000,The Boyz,South Korea,171,56,,M,,2000-12-22,22,2000
860,Bang Chan,Bang Chan,방찬,방찬,10/3/1997,Stray Kids,Australia,0,0,Sydney,M,,1997-10-03,25,1997
861,Woojin,Kim Woojin,김우진,우진,4/8/1997,,South Korea,0,0,Daejeon,M,,1997-04-08,25,1997
862,Lee Know,Lee Minho,이민호,리노,10/25/1998,Stray Kids,South Korea,0,0,Gimpo,M,,1998-10-25,24,1998
863,Changbin,Seo Changbin,서창빈,창빈,8/11/1999,Stray Kids,South Korea,0,0,Yongin,M,,1999-08-11,23,1999
864,Hyunjin,Hwang Hyunjin,황현진,현진,3/20/2000,Stray Kids,South Korea,0,0,Seoul,M,,2000-03-20,22,2000
865,Han,Han Jisung,한지성,한,9/14/2000,Stray Kids,South Korea,0,0,Incheon,M,,2000-09-14,22,2000
866,Felix,Lee Youngbok,이용복,필릭스,9/15/2000,Stray Kids,South Korea,0,0,Sydney,M,,2000-09-15,22,2000
867,Seungmin,Kim Seungmin,김승민,승민,9/22/2000,Stray Kids,South Korea,0,0,Seoul,M,,2000-09-22,22,2000
868,I.N,Yang Jeongin,양정인,아이엔,2/8/2001,Stray Kids,South Korea,0,0,Busan,M,,2001-02-08,21,2001
869,Olivia Hye,Son Hyeju,손혜주,올리비아 혜,11/13/2001,LOONA,South Korea,0,0,,F,,2001-11-13,21,2001
870,Samuel,Kim Samuel,김사무엘,사무엘,1/17/2002,,South Korea,0,0,Los Angeles,M,,2002-01-17,20,2002
871,Kriesha Chu,Kriesha Ziskind Teo Tiu,크리샤 지스킨드 테오 티우,크리샤 츄,12/20/1998,,Philippines,0,0,Cebu,F,,1998-12-20,24,1998
872,JOO,Jung Minjoo,정민주,주,10/11/1990,,South Korea,0,0,Seoul,F,,1990-10-11,32,1990
873,Miyeon,Jo Miyeon,조미연,미연,1/31/1997,(G)I-DLE,South Korea,0,0,,F,,1997-01-31,25,1997
874,Minnie,Nicha Yontararak,니차 욘타라락,민니,10/23/1997,(G)I-DLE,Thailand,0,0,,F,,1997-10-23,25,1997
875,Soyeon,Jeon Soyeon,전소연,소연,8/26/1998,(G)I-DLE,South Korea,157,42,,F,,1998-08-26,24,1998
876,Soojin,Seo Soojin,서수진,수진,3/9/1998,,South Korea,0,0,,F,,1998-03-09,24,1998
877,Yuqi,Song Yuqi,송우기,우기,9/23/1999,(G)I-DLE,China,162,48,Beijing,F,,1999-09-23,23,1999
878,Shuhua,Yeh Shuhua,예슈화,슈화,1/6/2000,(G)I-DLE,Taiwan,161,45,,F,,2000-01-06,22,2000
879,NC.A,Im Soeun,임소은,앤씨아,10/7/1996,UNI.T,South Korea,0,0,Osan,F,,1996-10-07,26,1996
880,Suji,Lee Suji,이수지,수지,3/20/1998,UNI.T,South Korea,0,0,Busan,F,,1998-03-20,24,1998
881,Yoonjo,Shin Yoonjo,신윤조,윤조,12/14/1992,UNI.T,South Korea,0,0,Seoul,F,,1992-12-14,30,1992
882,May,Jeong Chaeyoung,정채영,메이,7/27/2001,,South Korea,0,0,,F,,2001-07-27,21,2001
883,Terry,Han Dasom,한다솜,테리,2/2/1998,,South Korea,0,0,,F,,1998-02-02,24,1998
884,Seunghwan,Lee Seunghwan,이승환,승환,12/10/1994,Romeo,South Korea,0,0,,M,,1994-12-10,28,1994
885,Yunsung,Hwang Yunsung,황윤성,윤성,3/19/1996,Romeo,South Korea,0,0,,M,,1996-03-19,26,1996
886,Milo,Kim Minhak,김민학,마일로,8/20/1996,Romeo,South Korea,0,0,,M,,1996-08-20,26,1996
887,Minsung,Kim Minhwi,김민휘,민성,12/24/1996,Romeo,South Korea,0,0,,M,,1996-12-24,26,1996
888,Kyle,Ma Jaekyung,마재경,카일,1/15/1997,Romeo,South Korea,0,0,,M,,1997-01-15,25,1997
889,Hyunkyung,Kim Hyunjong,김현종,현경,9/5/1998,Romeo,South Korea,0,0,,M,,1998-09-05,24,1998
890,Kangmin,Noh Kangmin,노강민,강민,9/5/1999,Romeo,South Korea,0,0,,M,,1999-09-05,23,1999
891,Minji,Kim Minji,김민지,민지,1/16/2001,Busters,South Korea,0,0,,F,,2001-01-16,21,2001
892,Minjung,Cha Minjung,차민정,민정,7/15/2004,,South Korea,0,0,,F,,2004-07-15,18,2004
893,Jisoo,Jung Jisoo,정지수,지수,11/22/2003,Busters,South Korea,0,0,,F,,2003-11-22,19,2003
894,Chaeyeon,Kim Chaeyeon,김채연,채연,12/4/2004,tripleS,South Korea,0,0,,F,,2004-12-04,18,2004
895,Hyungseo,Myeong Hyeongseo,명형서,형서,6/25/2001,CLASS:y,South Korea,160,44,,F,,2001-06-25,21,2001
896,Eunjin,Moon Eunjin,문은진,은진,11/5/1998,Highteen,South Korea,0,0,,F,,1998-11-05,24,1998
897,Hyejoo,Park Hyunjoo,박현주,혜주,1/12/1999,Highteen,South Korea,0,0,,F,,1999-01-12,23,1999
898,Hyebin,Im Hyebin,임혜빈,혜빈,11/10/1999,Highteen,South Korea,0,0,,F,,1999-11-10,23,1999
899,Sea,Kim Sujeong,김수정,세아,12/5/1999,Highteen,South Korea,0,0,,F,,1999-12-05,23,1999
900,Yonghoon,Jin Yonghoon,진용훈,용훈,8/17/1994,Onewe,South Korea,0,0,,M,,1994-08-17,28,1994
901,Harin,Ju Harin,주하린,주하린,3/29/1998,Onewe,South Korea,0,0,,M,,1998-03-29,24,1998
902,Kanghyun,Kang Hyungu,강현구,강현,11/24/1998,Onewe,South Korea,0,0,,M,,1998-11-24,24,1998
903,Dongmyeong,Son Dongmyeong,곤동명,동명,1/20/2000,Onewe,South Korea,0,0,,M,,2000-01-20,22,2000
904,Cya,Lee Giwook,이기욱,키야,1/24/2000,Onewe,South Korea,0,0,,M,,2000-01-24,22,2000
905,Ravn,Kim Yoongjo,김영조,레이븐,9/2/1995,Oneus,South Korea,0,0,,M,,1995-09-02,27,1995
906,Seoho,Lee Seoho,이서호,서호,6/7/1996,Oneus,South Korea,0,0,,M,,1996-06-07,26,1996
907,Leedo,Kim Geonhak,김건학,이도,7/26/1997,Oneus,South Korea,0,0,,M,,1997-07-26,25,1997
908,Keonhee,Lee Keonhee,김건희,건희,6/27/1998,Oneus,South Korea,0,0,,M,,1998-06-27,24,1998
909,Hwanwoong,Yeo Hwanwoong,여환웅,환웅,8/26/1998,Oneus,South Korea,0,0,,M,,1998-08-26,24,1998
910,Xion,Son Dongju,손동주,시온,1/10/2000,Oneus,South Korea,0,0,,M,,2000-01-10,22,2000
911,Hyunwook,Ji Hyunwook,지현욱,현욱,7/1/1998,D-CRUNCH,South Korea,0,0,,M,,1998-07-01,24,1998
912,Hyunho,Lee Hyunho,이현호,현호,11/4/1998,D-CRUNCH,South Korea,0,0,,M,,1998-11-04,24,1998
913,O.V,Kim Sanchan,김상찬,오뷔,1/3/1999,D-CRUNCH,South Korea,0,0,,M,,1999-01-03,23,1999
914,Hyunoh,Park Hyunoh,백현우,현우,2/12/1999,D-CRUNCH,South Korea,0,0,,M,,1999-02-12,23,1999
915,Hyunwoo,Baek Hyunwoo,박현오,현오,3/19/1999,D-CRUNCH,South Korea,0,0,,M,,1999-03-19,23,1999
916,Minhyuk,Kim Minhyuk,김민혁,민혁,11/6/1999,D-CRUNCH,South Korea,0,0,,M,,1999-11-06,23,1999
917,Chanyoung,Kim Chanyoung,김찬영,찬영,11/20/2000,D-CRUNCH,South Korea,0,0,,M,,2000-11-20,22,2000
918,Jeongseung,Park Jeongseung,박정승,정승,5/20/2002,D-CRUNCH,South Korea,0,0,,M,,2002-05-20,20,2002
919,Dylan,Park Yeonjae,박연재,딜란,7/26/2002,D-CRUNCH,South Korea,0,0,,M,,2002-07-26,20,2002
920,Miya,Miyauchi Haruka,미야우치 하루카,미야,5/26/1993,GWSN,Japan,0,0,,F,,1993-05-26,29,1993
921,Seokyoung,Kim Seokyung,김서경,서경,4/16/1999,GWSN,South Korea,0,0,,F,,1999-04-16,23,1999
922,Seoryoung,Lee Seoryung,이서령,서령,1/26/2000,GWSN,South Korea,0,0,,F,,2000-01-26,22,2000
923,Anne,Lee Seoyoung,이서영,앤,10/17/2000,GWSN,South Korea,0,0,,F,,2000-10-17,22,2000
924,Minju,Kang Minjoo,강민주,민주,3/11/2001,GWSN,South Korea,0,0,,F,,2001-03-11,21,2001
925,Soso,Wang Chingyi,왕징이,소소,3/14/2001,GWSN,Taiwan,0,0,,F,,2001-03-14,21,2001
926,Lena,Kang Rena,강레나,레나,4/17/2002,GWSN,South Korea,0,0,,F,,2002-04-17,20,2002
927,Saebom,Kim Saerok,김새록,새봄,1/30/1997,NATURE,South Korea,0,0,,F,,1997-01-30,25,1997
928,Aurora,Yang Lan,양안,오로라,1/14/1997,NATURE,China,0,0,,F,,1997-01-14,25,1997
929,Lu,Im Hayoung,임하영,루,12/3/1997,NATURE,South Korea,0,0,,F,,1997-12-03,25,1997
930,Chaebin,Choi Yoobin,최유빈,채빈,7/28/1999,NATURE,South Korea,0,0,,F,,1999-07-28,23,1999
931,Gaga,Li Jia Jia,리 지아 지아,가가,9/1/1999,,China,0,0,,F,,1999-09-01,23,1999
932,Haru,Abe Haruno,아베 하루노,하루,2/21/2000,NATURE,Japan,0,0,,F,,2000-02-21,22,2000
933,Uchae,Yu Hyejun,유혜준,유채,5/7/2002,NATURE,South Korea,0,0,,F,,2002-05-07,20,2002
934,Sunshine,Kim Minjung,김민정,선샤인,6/20/2002,NATURE,South Korea,0,0,,F,,2002-06-20,20,2002
935,Jisun,Hwang Jisun,황지선,지선,10/17/1989,S#aFLA,South Korea,165,46,,F,,1989-10-17,33,1989
936,Suhyeon,Kim Seunghyun,김승현,수현,4/19/1988,S#aFLA,South Korea,0,0,,F,,1988-04-19,34,1988
937,Seulgi,Jeong Seulgi,정슬기,슬기,5/12/1990,S#aFLA,South Korea,0,0,,F,,1990-05-12,32,1990
938,Yujin,Jeong Yujin,정유진,유진,10/23/1989,S#aFLA,South Korea,0,0,,F,,1989-10-23,33,1989
939,Eunbi,Kwon Eunbi,권은비,은비,9/27/1995,IZ*ONE,South Korea,0,0,Seoul,F,,1995-09-27,27,1995
940,Sakura,Miyawaki Sakura,미야와키 사쿠라,사쿠라,3/19/1998,LE SSERAFIM,Japan,0,0,Kagoshima,F,,1998-03-19,24,1998
941,Hyewon,Kang Hyewon,강혜원,혜원,7/5/1999,IZ*ONE,South Korea,0,0,Yangsan,F,,1999-07-05,23,1999
942,Yena,Choi Yena,최예나,예나,9/29/1999,IZ*ONE,South Korea,0,0,Seoul,F,,1999-09-29,23,1999
943,Chaeyeon,Lee Chaeyeon,이채연,채연,1/11/2000,IZ*ONE,South Korea,0,0,Yongin,F,,2000-01-11,22,2000
944,Chaewon,Kim Chaewon,김채원,채원,8/1/2000,LE SSERAFIM,South Korea,0,0,Seoul,F,,2000-08-01,22,2000
945,Minjoo,Kim Minjoo,김민주,민주,2/5/2001,IZ*ONE,South Korea,0,0,Seoul,F,,2001-02-05,21,2001
946,Nako,Yabuki Nako,야부키 나코,나코,6/18/2001,IZ*ONE,Japan,0,0,Tokyo,F,,2001-06-18,21,2001
947,Hitomi,Honda Hitomi,혼다 히토미,히토미,10/6/2001,IZ*ONE,Japan,0,0,Toghichi,F,,2001-10-06,21,2001
948,Yuri,Jo Yuri,조유리,유리,10/22/2001,IZ*ONE,South Korea,0,0,Busan,F,,2001-10-22,21,2001
949,Yujin,Ahn Yujin,안유진,유진,9/1/2003,IVE,South Korea,0,0,Cheongju,F,,2003-09-01,19,2003
950,Wonyoung,Jang Wonyoung,장원영,원영,8/31/2004,IVE,South Korea,0,0,Seoul,F,,2004-08-31,18,2004
951,Dongheon,Lee Dongheon,이동헌,동헌,8/4/1995,Verivery,South Korea,0,0,,M,,1995-08-04,27,1995
952,Hoyoung,Bae Hoyoung,배호영,호영,8/10/1998,Verivery,South Korea,0,0,,M,,1998-08-10,24,1998
953,Minchan,Hong Minchan,홍민찬,민찬,9/16/1998,Verivery,South Korea,0,0,,M,,1998-09-16,24,1998
954,Gyehyeon,Jo Gyehyeon,조계현,계현,5/14/1999,Verivery,South Korea,0,0,,M,,1999-05-14,23,1999
955,Yeonho,Ju Yeonho,주연호,연호,5/31/2000,Verivery,South Korea,0,0,,M,,2000-05-31,22,2000
956,Yongseung,Kim Yongseung,김용승,용승,6/17/2000,Verivery,South Korea,0,0,,M,,2000-06-17,22,2000
957,Kangmin,Yoo Kangmin,유강민,강민,1/25/2003,Verivery,South Korea,0,0,,M,,2003-01-25,19,2003
958,Haeyoon,Park Haeyoon,박해윤,해윤,1/10/1996,Cherry Bullet,South Korea,157,43,,F,,1996-01-10,26,1996
959,Yuju,Choi Yuju,최유주,유주,3/5/1997,Cherry Bullet,South Korea,0,0,,F,,1997-03-05,25,1997
960,Ella,Kim Kyungjoo,김경주,엘라,3/26/1998,Pixy,South Korea,0,0,,F,,1998-03-26,24,1998
961,Bora,Kim Bora,김보라,보라,3/3/1999,Cherry Bullet,South Korea,0,0,,F,,1999-03-03,23,1999
962,Jiwon,Heo Jiwon,허지원,지원,9/4/2000,Cherry Bullet,South Korea,0,0,,F,,2000-09-04,22,2000
963,Kokoro,Kato Kokoro,카토 코코로,코코로,11/1/2000,,Japan,0,0,,F,,2000-11-01,22,2000
964,Remi,Katsuno Rise,카츠노 리세,레미,4/26/2001,Cherry Bullet,Japan,0,0,,F,,2001-04-26,21,2001
965,Chaerin,Park Chaerin,박채린,채린,3/13/2002,Cherry Bullet,South Korea,0,0,,F,,2002-03-13,20,2002
966,May,Hirokawa Mao,히로카와 마오,메이,11/16/2004,Cherry Bullet,Japan,0,0,,F,,2004-11-16,18,2004
967,Lin Lin,Huang Ziting,황자정,린린,7/5/2003,,Taiwan,0,0,,F,,2003-07-05,19,2003
968,U-Know Yunho,Jung Yunho,정윤호,유노윤호,2/6/1986,TVXQ,South Korea,0,0,Gwangju,M,,1986-02-06,36,1986
969,Max Changmin,Shim Changmin,심창민,최강창민,2/18/1988,TVXQ,South Korea,0,0,Seoul,M,,1988-02-18,34,1988
970,Jaejoong,Kim Jaejoong,김재중,재중,1/26/1986,JYJ,South Korea,0,0,Gongju,M,,1986-01-26,36,1986
971,Yoochun,Park Yoochun,박유천,유천,7/4/1986,JYJ,South Korea,0,0,Seoul,M,,1986-07-04,36,1986
972,Xia Junsu,Kim Junsu,김준수,시아 준수,12/15/1986,JYJ,South Korea,0,0,,M,,1986-12-15,36,1986
973,Euijin,Lee Euijin,이의진,의진,2/15/1990,Bigflo,South Korea,0,0,Seoul,M,,1990-02-15,32,1990
974,Sungmin,Oh Sungmin,오성민,성민,12/31/1990,Bigflo,South Korea,0,0,,M,,1990-12-31,32,1990
975,Lex,Jeon Hyungmin,전형민,렉스,1/12/1993,Bigflo,South Korea,0,0,,M,,1993-01-12,29,1993
976,St. Van,Lee Geumhyuk,이금혁,세인트 반,12/22/1991,VAV,South Korea,182,70,,M,,1991-12-22,31,1991
977,Baron,Choi Chunghyeop,최충협,바론,4/19/1992,VAV,South Korea,180,60,,M,,1992-04-19,30,1992
978,Ace,Jang Wooyoung,장우영,에이스,8/28/1992,VAV,South Korea,177,63,,M,,1992-08-28,30,1992
979,Ayno,Noh Yoonho,노윤호,에이노,5/1/1996,VAV,South Korea,183,61,,M,,1996-05-01,26,1996
980,Jacob,Zhang Peng,장펑,제이콥,9/7/1996,VAV,China,184,63,,M,,1996-09-07,26,1996
981,Lou,Kim Hosung,김호성,로우,12/21/1996,VAV,South Korea,187,69,,M,,1996-12-21,26,1996
982,Ziu,Park Heejun,박희준,지우,6/16/1997,VAV,South Korea,185,70,,M,,1997-06-16,25,1997
983,Hongjoong,Kim Hongjoong,김홍중,홍중,11/7/1998,ATEEZ,South Korea,171,0,,M,,1998-11-07,24,1998
984,Seonghwa,Park Seonghwa,박성화,성화,4/3/1998,ATEEZ,South Korea,178,0,Jinju,M,,1998-04-03,24,1998
985,Yunho,Jeong Yunho,정윤호,윤호,3/23/1999,ATEEZ,South Korea,184,0,Gwangju,M,,1999-03-23,23,1999
986,Yeosang,Kang Yeosang,강여상,여상,6/15/1999,ATEEZ,South Korea,173,0,Incheon,M,,1999-06-15,23,1999
987,San,Choi San,최산,산,7/10/1999,ATEEZ,South Korea,173,0,,M,,1999-07-10,23,1999
988,Mingi,Son Mingi,송민기,민기,8/9/1999,ATEEZ,South Korea,183,0,,M,,1999-08-09,23,1999
989,Wooyoung,Jung Wooyoung,정우영,우영,11/26/1999,ATEEZ,South Korea,172,0,,M,,1999-11-26,23,1999
990,Jongho,Choi Jongho,최종호,종호,10/12/2000,ATEEZ,South Korea,176,0,,M,,2000-10-12,22,2000
991,Narachan,Jung Hyunwoo,정현우,나라찬,9/23/1996,MONT,South Korea,178,58,,M,,1996-09-23,26,1996
992,Bitsaeon,Kim Sangyeon,김상연,빛새온,6/4/1995,MONT,South Korea,181,60,,M,,1995-06-04,27,1995
993,Roda,Shin Joongmin,신중민,로다,9/19/1998,MONT,South Korea,179,60,,M,,1998-09-19,24,1998
994,Yerim,Jeong Yerim,정예림,예림,3/10/1997,Purplebeck,South Korea,165,44,,F,,1997-03-10,25,1997
995,Yeowool,Ha Yeowool,하여울,여울,4/11/1998,Purplebeck,South Korea,163,46,,F,,1998-04-11,24,1998
996,Layeon,Lee Jimin,이지민,라연,8/13/1998,Purplebeck,South Korea,170,51,,F,,1998-08-13,24,1998
997,Mini,,,민이,6/12/2000,Purplebeck,South Korea,168,47,,F,,2000-06-12,22,2000
998,Seyeon,Park Seyeon,박세연,세연,5/6/2001,Purplebeck,South Korea,167,46,,F,,2001-05-06,21,2001
999,Yeji,Hwang Yeji,황예지,예지,5/26/2000,ITZY,South Korea,0,0,Seoul,F,,2000-05-26,22,2000
1000,Lia,Choi Jisu,최지수,리아,7/21/2000,ITZY,South Korea,0,0,Incheon,F,,2000-07-21,22,2000
1001,Ryujin,Shin Ryujin,신류진,류진,4/17/2001,ITZY,South Korea,0,0,Seoul,F,,2001-04-17,21,2001
1002,Chaeryeong,Lee Chaeryeong,이채령,채령,6/5/2001,ITZY,South Korea,0,0,Yongin,F,,2001-06-05,21,2001
1003,Yuna,Shin Yuna,신유나,유나,12/9/2003,ITZY,South Korea,0,0,Suwon,F,,2003-12-09,19,2003
1004,Soobin,Choi Soobin,최수빈,수빈,12/5/2000,TXT,South Korea,184,65,,M,,2000-12-05,22,2000
1005,Yeonjun,Choi Yeonjun,최연준,연준,9/13/1999,TXT,South Korea,183,63,,M,,1999-09-13,23,1999
1006,Beomgyu,Choi Beomgyu,최범규,범규,3/13/2001,TXT,South Korea,0,0,,M,,2001-03-13,21,2001
1007,Taehyun,Kang Taehyun,강태현,태현,2/5/2002,TXT,South Korea,0,0,,M,,2002-02-05,20,2002
1008,Hueningkai,Kai Kamal Huening,카이 카말 휴닝,휴닝카이,8/14/2002,TXT,USA,0,0,,M,,2002-08-14,20,2002
1009,Yongha,Yoo Yongha,유용하,용하,1/11/1999,WEi,South Korea,177,64,,M,,1999-01-11,23,1999
1010,Louis,Kim Taewoo,김태우,루이,4/23/1999,BLANK2Y,South Korea,172,62,,M,,1999-04-23,23,1999
1011,Seunghwan,Lee Seunghwan,이승환,승환,5/20/2000,1the9,South Korea,178,64,,M,,2000-05-20,22,2000
1012,Yechan,Shin Yechan,신예찬,예찬,5/14/2001,OMEGA X,South Korea,183,64,Seoul,M,,2001-05-14,21,2001
1013,Junseo,Kim Junseo,김준서,준서,11/20/2001,WEi,South Korea,177,64,Ulsan,M,,2001-11-20,21,2001
1014,DY,Jeon Doyum,전도염,도염,2/21/2002,JUST B,South Korea,175,55,Daejeon,M,,2002-02-21,20,2002
1015,Jinsung,Jung Jinsung,정진성,진성,3/30/2002,1the9,South Korea,176,58,Seoul,M,,2002-03-30,20,2002
1016,Taekhyeon,Jung Taekhyeon,정택현,택현,7/28/2003,1the9,South Korea,178,66,Gunpo,M,,2003-07-28,19,2003
1017,Won,Park Sungwon,박성원,성원,12/18/2003,Ciipher,South Korea,177,58,Seoul,M,,2003-12-18,19,2003
1018,Youi,Kim Jihyeo,유아이,유아이,4/24/2000,Dreamnote,South Korea,163,45,,F,,2000-04-24,22,2000
1019,Boni,Choi Euijeong,최의정,보니,10/30/1999,Dreamnote,South Korea,160,45,,F,,1999-10-30,23,1999
1020,Lara,Moon Shinae,문신애,라라,8/9/2000,Dreamnote,South Korea,161,44,,F,,2000-08-09,22,2000
1021,Miso,Jeon Jimin,전지민,미소,10/25/2000,Dreamnote,South Korea,160,43,,F,,2000-10-25,22,2000
1022,Sumin,Park Sumin,박수민,수민,9/9/2001,Dreamnote,South Korea,166,46,,F,,2001-09-09,21,2001
1023,Eunjo,Park Eunjo,박은조,은조,3/7/2002,Dreamnote,South Korea,164,46,,F,,2002-03-07,20,2002
1024,Habin,Yoo Habin,유하빈,하빈,3/10/2002,,South Korea,165,48,,F,,2002-03-10,20,2002
1025,Hanbyeol,Ahn Hanbyeol,안한별,한별,10/13/2003,,South Korea,166,44,,F,,2003-10-13,19,2003
1026,Gaeul,Park Gaeul,박가을,가을,5/8/1999,Favorite,South Korea,164,48,Seoul,F,,1999-05-08,23,1999
1027,Saebom,Kim Seyoung,김세영,새봄,1/13/1995,Favorite,South Korea,0,0,Gwacheon,F,,1995-01-13,27,1995
1028,Seoyeon,Kim Minju,김민주,서연,11/26/1995,Favorite,South Korea,0,0,Gwacheon,F,,1995-11-26,27,1995
1029,Sugyeong,Jo Sugyeong,조수경,수경,1/12/2000,Favorite,South Korea,0,0,Haenam,F,,2000-01-12,22,2000
1030,Jeonghee,Go Jeonghee,고정희,정희,3/11/2000,Favorite,South Korea,0,0,Incheon,F,,2000-03-11,22,2000
1031,Ahra,Go Ahra,고아라,아라,2/21/2001,Favorite,South Korea,0,0,Yeosu,F,,2001-02-21,21,2001
1032,Dohee,Yoon Dohee,윤도희,도희,9/24/1999,,South Korea,0,0,,F,,1999-09-24,23,1999
1033,E:U,Park Jiwon,박지원,이유,5/19/1998,Everglow,South Korea,0,0,,F,,1998-05-19,24,1998
1034,Sihyeon,Kim Sihyeon,김시현,시현,8/5/1999,Everglow,South Korea,168,51,,F,,1999-08-05,23,1999
1035,Mia,Han Eunji,한은지,미아,1/13/2000,Everglow,South Korea,0,0,,F,,2000-01-13,22,2000
1036,Onda,Jo Selim,조세림,온다,5/18/2000,Everglow,South Korea,0,0,,F,,2000-05-18,22,2000
1037,Aisha,Heo Yoorim,허유림,아샤,7/21/2000,Everglow,South Korea,0,0,,F,,2000-07-21,22,2000
1038,Yiren,Wang Yiren,왕이런,이런,12/29/2000,Everglow,China,0,0,,F,,2000-12-29,22,2000
1039,Rubin,Lee Haejoon,이해준,루빈,8/16/1995,1TEAM,South Korea,0,0,,M,,1995-08-16,27,1995
1040,BC,Jin Sungho,진성호,비시,7/18/1994,1TEAM,South Korea,0,0,,M,,1994-07-18,28,1994
1041,XEN,Lee Jinwoo,이진우,젠,2/20/1998,OMEGA X,South Korea,0,0,,M,,1998-02-20,24,1998
1042,Jehyun,Moon Jehyun,문제현,제현,4/20/1999,OMEGA X,South Korea,0,0,,M,,1999-04-20,23,1999
1043,Junghoon,Lee Junghoon,이정훈,정훈,7/4/2000,1TEAM,South Korea,0,0,,M,,2000-07-04,22,2000
1044,Seungwoo,Han Seungwoo,한승우,승우,12/24/1994,VICTON,South Korea,0,0,,M,,1994-12-24,28,1994
1045,Seungsik,Kang Seungsik,강승식,승식,4/16/1995,VICTON,South Korea,0,0,,M,,1995-04-16,27,1995
1046,Heo Chan,Heo Chan,허찬,허찬,12/14/1995,,South Korea,0,0,,M,,1995-12-14,27,1995
1047,Sejun,Lim Sejun,임세준,세준,5/4/1996,VICTON,South Korea,0,0,,M,,1996-05-04,26,1996
1048,Hanse,Do Hanse,도한세,한세,9/25/1997,VICTON,South Korea,0,0,,M,,1997-09-25,25,1997
1049,Byungchan,Choi Byungchan,최병찬,병찬,11/12/1997,VICTON,South Korea,0,0,,M,,1997-11-12,25,1997
1050,Subin,Jung Subin,정수빈,수빈,4/5/1999,VICTON,South Korea,0,0,,M,,1999-04-05,23,1999
1051,E.sol,Jeon Jaehyuk,전재혁,이솔,9/17/1992,14U,South Korea,0,0,,M,,1992-09-17,30,1992
1052,Luha,Lee Gyeonghun,이경훈,루하,2/15/1993,14U,South Korea,0,0,,M,,1993-02-15,29,1993
1053,Gohyeon,Go Hyeon,고현,고현,10/1/1994,14U,South Korea,0,0,,M,,1994-10-01,28,1994
1054,B.S,Lee Youngsoo,이영수,비에스,4/14/1995,14U,South Korea,0,0,,M,,1995-04-14,27,1995
1055,Loudi,Won Jihoon,원지훈,로우디,4/13/1996,14U,Indonesia,0,0,,M,,1996-04-13,26,1996
1056,Eunjae,Kwak Eunjae,곽은재,은재,5/2/1996,14U,South Korea,0,0,,M,,1996-05-02,26,1996
1057,Woojoo,Kim Sangyoon,김상윤,우주,9/18/1996,14U,South Korea,0,0,,M,,1996-09-18,26,1996
1058,Dohyuk,Kim Dohyuk,김도혁,도혁,1/16/1998,14U,South Korea,0,0,,M,,1998-01-16,24,1998
1059,Hyunwoong,Kim Hyunwoong,김현웅,현웅,2/8/1998,14U,South Korea,0,0,,M,,1998-02-08,24,1998
1060,Sejin,Lee Sejin,이세진,세진,7/22/1999,14U,South Korea,0,0,,M,,1999-07-22,23,1999
1061,Youngwoong,Cho Youngwoon,조영웅,영웅,5/1/1999,14U,South Korea,0,0,,M,,1999-05-01,23,1999
1062,Rio,Son Gwanghyuk,손광혁,리오,7/16/1999,14U,South Korea,0,0,,M,,1999-07-16,23,1999
1063,Gyeongtae,Kwon Gyeongtae,권경태,경태,7/23/2000,14U,South Korea,0,0,,M,,2000-07-23,22,2000
1064,Gun,Kwak Gun,곽건,건,9/29/2001,14U,South Korea,0,0,,M,,2001-09-29,21,2001
1065,Seungjun,Ji Seungjun,지승준,승준,9/15/1998,Astin,South Korea,0,0,,M,,1998-09-15,24,1998
1066,Jingyu,Lee Jingyu,이진규,진규,4/22/1998,Astin,South Korea,0,0,,M,,1998-04-22,24,1998
1067,Hongil,Yoon Hongil,윤홍일,홍일,1/11/1999,Astin,South Korea,0,0,,M,,1999-01-11,23,1999
1068,Junghun,Jang Junghun,장정훈,정훈,2/27/1999,Astin,South Korea,0,0,,M,,1999-02-27,23,1999
